# Injured,# Killed,Address,City Or County,Incident Date,Incident ID,Operations,State,Full Address,Latitude,Longitude
3,1,1810 George Dieter Dr,El Paso,2017-07-30,,,Texas,"1810 George Dieter Dr El Paso, Texas",31.7655228,-106.3010844
4,1,200 block of Carl St,Buffalo,2017-07-29,,,New York,"200 block of Carl St Buffalo, New York",42.920097,-78.828214
3,2,115 W Fisher St,Salisbury,2017-07-29,,,North Carolina,"115 W Fisher St Salisbury, North Carolina",35.6668114,-80.47168429999999
4,0,400 block of N Washington St,Wilmington,2017-07-28,,,Delaware,"400 block of N Washington St Wilmington, Delaware",39.742038,-75.55526789999999
4,1,2000 block of E 71st St,Chicago,2017-07-27,,,Illinois,"2000 block of E 71st St Chicago, Illinois",41.7664443,-87.57586889999999
6,1,2111 E. Green Drive,High Point,2017-07-26,,,North Carolina,"2111 E. Green Drive High Point, North Carolina",35.9532518,-79.9808362
3,1,1040 Golfair Boulevard,Jacksonville,2017-07-25,,,Florida,"1040 Golfair Boulevard Jacksonville, Florida",30.3645442,-81.6702158
3,1,1500 block of East 82nd St,Chicago,2017-07-23,,,Illinois,"1500 block of East 82nd St Chicago, Illinois",41.7459773,-87.5881857
4,0,10360 Ave H,Baton Rouge,2017-07-23,,,Louisiana,"10360 Ave H Baton Rouge, Louisiana",30.5384819,-91.19695569999999
5,0,130 E Clifton Ave,Cincinnati,2017-07-22,,,Ohio,"130 E Clifton Ave Cincinnati, Ohio",39.1159489,-84.5142106
5,0,2300 block of Bethel St,Richmond,2017-07-19,,,Virginia,"2300 block of Bethel St Richmond, Virginia",37.5551184,-77.4185708
3,1,Imperial Hwy and Broadway,Los Angeles,2017-07-19,,,California,"Imperial Hwy and Broadway Los Angeles, California",33.931006,-118.2784465
4,0,3000 block of N 39th St,Milwaukee,2017-07-18,,,Wisconsin,"3000 block of N 39th St Milwaukee, Wisconsin",43.0733843,-87.9620936
3,1,Hewitt St and Division St,Trenton,2017-07-18,,,New Jersey,"Hewitt St and Division St Trenton, New Jersey",40.208135,-74.743731
4,0,NW Grand Ave and W Thunderbird Rd,El Mirage,2017-07-18,,,Arizona,"NW Grand Ave and W Thunderbird Rd El Mirage, Arizona",33.6104601,-112.314245
3,1,21st and Fitzwater,Philadelphia,2017-07-15,,,Pennsylvania,"21st and Fitzwater Philadelphia, Pennsylvania",39.9432388,-75.17737559999999
4,0,12200 block of S Throop St,Chicago,2017-07-15,,,Illinois,"12200 block of S Throop St Chicago, Illinois",41.6720048,-87.6541632
7,0,500 block of Sturgeon Rd,Lawrenceville,2017-07-09,,,Virginia,"500 block of Sturgeon Rd Lawrenceville, Virginia",36.8120371,-77.7706305
4,0,700 block of Oakwood Ave,Alton,2017-07-08,,,Illinois,"700 block of Oakwood Ave Alton, Illinois",38.9178269,-90.1725446
8,1,9917 Capstan Dr,Cincinnati,2017-07-08,,,Ohio,"9917 Capstan Dr Cincinnati, Ohio",39.2540291,-84.5966016
4,0,Eighth Ave,Meridian,2017-07-06,,,Mississippi,"Eighth Ave Meridian, Mississippi",32.4277161,-88.6865444
4,0,Jefferson Street and West St. Julian Street,Savannah,2017-07-05,,,Georgia,"Jefferson Street and West St. Julian Street Savannah, Georgia",32.0808246,-81.0949588
2,2,11000 block of S Eberhart,Chicago (Roseland),2017-07-05,,,Illinois,"11000 block of S Eberhart Chicago (Roseland), Illinois",41.69450820000001,-87.61125179999999
1,4,300 block of Russell Rd,Madison,2017-07-05,,,Maine,"300 block of Russell Rd Madison, Maine",44.7818972,-69.74620519999999
4,0,501 W Lancaster Rd,Orlando (Pine Castle),2017-07-04,,,Florida,"501 W Lancaster Rd Orlando (Pine Castle), Florida",28.4656126,-81.3828292
4,1,500 block of Patterson Ave,Hampton,2017-07-04,,,Virginia,"500 block of Patterson Ave Hampton, Virginia",37.0325392,-76.3606308
3,1,105 E South St,Raleigh,2017-07-04,,,North Carolina,"105 E South St Raleigh, North Carolina",35.7724084,-78.6379676
1,3,112 US 82,Prattville,2017-07-03,,,Alabama,"112 US 82 Prattville, Alabama",32.438879,-86.47443109999999
3,1,50 block of Thorpe St,Pontiac,2017-07-03,,,Michigan,"50 block of Thorpe St Pontiac, Michigan",42.6371738,-83.3112859
4,0,Wilkinson Avenue,Jersey City,2017-07-02,,,New Jersey,"Wilkinson Avenue Jersey City, New Jersey",40.7063283,-74.080444
4,0,SC 72 Bypass,Greenwood,2017-07-02,,,South Carolina,"SC 72 Bypass Greenwood, South Carolina",34.2087578,-82.14636329999999
25,0,220 W 6th St,Little Rock,2017-07-01,,,Arkansas,"220 W 6th St Little Rock, Arkansas",34.7435095,-92.2732619
4,0,2727 S 13000 Rd E,Momence,2017-07-01,,,Illinois,"2727 S 13000 Rd E Momence, Illinois",41.08524120000001,-87.6198026
2,2,Lincoln Park and Pennsylvania Avenue,Newark,2017-07-01,,,New Jersey,"Lincoln Park and Pennsylvania Avenue Newark, New Jersey",40.7258888,-74.1796367
4,0,3200 Humboldt Ave,Oakland,2017-07-01,,,California,"3200 Humboldt Ave Oakland, California",37.7920597,-122.2067575
6,2,1650 Grand Concourse,Bronx,2017-06-30,,,New York,"1650 Grand Concourse Bronx, New York",40.8434675,-73.9110798
5,0,200 block of S Lotus,Chicago,2017-06-27,,,Illinois,"200 block of S Lotus Chicago, Illinois",41.8780929,-87.76191209999999
4,0,5900 block of Southern Ave SE,Washington,2017-06-25,,,District of Columbia,"5900 block of Southern Ave SE Washington, District of Columbia",38.8886204,-76.9149252
3,1,5000 block of Thekla Ave,Saint Louis,2017-06-25,,,Missouri,"5000 block of Thekla Ave Saint Louis, Missouri",38.6885454,-90.2420027
4,1,2335 NW 16th Ct,Fort Lauderdale,2017-06-24,,,Florida,"2335 NW 16th Ct Fort Lauderdale, Florida",26.1468961,-80.1733167
5,0,114th St and Manhattan Ave,New York (Manhattan),2017-06-24,,,New York,"114th St and Manhattan Ave New York (Manhattan), New York",40.8037381,-73.9577813
4,0,Pastoral Lane,Willingboro,2017-06-24,,,New Jersey,"Pastoral Lane Willingboro, New Jersey",40.0330352,-74.8974525
6,1,1100 block of Osborne Street,Atlanta,2017-06-22,,,Georgia,"1100 block of Osborne Street Atlanta, Georgia",33.7041658,-84.42392389999999
2,3,1900 block of N 14th St,Saint Louis,2017-06-18,,,Missouri,"1900 block of N 14th St Saint Louis, Missouri",38.6442741,-90.19414309999999
4,0,3100 block of Buena Vista Terrace SE,Washington,2017-06-18,,,District of Columbia,"3100 block of Buena Vista Terrace SE Washington, District of Columbia",38.8523479,-76.965653
4,0,3300 block of W Crystal St,Chicago,2017-06-18,,,Illinois,"3300 block of W Crystal St Chicago, Illinois",41.903988,-87.709434
7,0,311 N Ocean Blvd,Myrtle Beach,2017-06-18,,,South Carolina,"311 N Ocean Blvd Myrtle Beach, South Carolina",33.6866648,-78.8854044
4,0,1 block of N Latrobe,Chicago,2017-06-17,,,Illinois,"1 block of N Latrobe Chicago, Illinois",41.8803184,-87.7562896
4,1,6252 Busch Blvd,Columbus,2017-06-17,,,Ohio,"6252 Busch Blvd Columbus, Ohio",40.0936654,-82.992195
3,1,4053 Old Brook Road,Richmond,2017-06-15,,,Virginia,"4053 Old Brook Road Richmond, Virginia",37.590905,-77.445915
0,5,491 NM 111,La Madera,2017-06-15,,,New Mexico,"491 NM 111 La Madera, New Mexico",36.3840099,-106.04116
5,1,420 E Monroe Ave,Alexandria,2017-06-14,,,Virginia,"420 E Monroe Ave Alexandria, Virginia",38.8215256,-77.0543776
4,0,14th St NE and Gibbs Ave NE,Canton,2017-06-14,,,Ohio,"14th St NE and Gibbs Ave NE Canton, Ohio",40.8112655,-81.36270549999999
2,4,720 San Bruno,San Francisco,2017-06-14,,,California,"720 San Bruno San Francisco, California",37.7604114,-122.4053377
4,0,3300 block of Ayrdale Avenue,Baltimore,2017-06-13,,,Maryland,"3300 block of Ayrdale Avenue Baltimore, Maryland",39.3262899,-76.6816511
2,2,1200 block of Bonaparte Avenue,Baltimore,2017-06-13,,,Maryland,"1200 block of Bonaparte Avenue Baltimore, Maryland",39.3155173,-76.5998065
4,0,Ferguson Ave and Plymouth Ave,Saint Louis (University City),2017-06-13,,,Missouri,"Ferguson Ave and Plymouth Ave Saint Louis (University City), Missouri",38.6691736,-90.309979
9,0,3300 block of W Douglas Blvd,Chicago,2017-06-11,,,Illinois,"3300 block of W Douglas Blvd Chicago, Illinois",41.86324,-87.7082101
4,0,4272 Bonny Oaks Drive,Chattanooga,2017-06-11,,,Tennessee,"4272 Bonny Oaks Drive Chattanooga, Tennessee",35.0806465,-85.214014
4,0,505 Cypress Station Dr,Houston,2017-06-11,,,Texas,"505 Cypress Station Dr Houston, Texas",30.03013409999999,-95.43728630000001
4,0,571 East Street,Memphis,2017-06-10,,,Tennessee,"571 East Street Memphis, Tennessee",35.1313649,-90.0315047
5,2,East Davis Avenue and New York Avenue,Fort Worth,2017-06-09,,,Texas,"East Davis Avenue and New York Avenue Fort Worth, Texas",32.72087310000001,-97.3156891
6,0,3650 Franklin Ave,New Orleans,2017-06-08,,,Louisiana,"3650 Franklin Ave New Orleans, Louisiana",29.9965578,-90.05006619999999
2,3,2232 Alta Canyon Drive,Sandy,2017-06-06,,,Utah,"2232 Alta Canyon Drive Sandy, Utah",40.594021,-111.8267225
0,6,2427 Forsyth Rd,Orlando,2017-06-05,,,Florida,"2427 Forsyth Rd Orlando, Florida",28.5800355,-81.29456
2,2,1600 Block of Union Blvd,Saint Louis,2017-06-03,,,Missouri,"1600 Block of Union Blvd Saint Louis, Missouri",38.666531,-90.2671709
2,3,3717 Tulane Ave,New Orleans,2017-06-03,,,Louisiana,"3717 Tulane Ave New Orleans, Louisiana",29.9672618,-90.101677
3,1,89th St and Broadway,Los Angeles,2017-06-02,,,California,"89th St and Broadway Los Angeles, California",33.9555242,-118.2782224
3,2,5301 McPherson Rd,Laredo,2017-06-02,,,Texas,"5301 McPherson Rd Laredo, Texas",27.5450746,-99.4820939
1,3,Beacon Ave and Lillian Ave,Saint Louis,2017-06-01,,,Missouri,"Beacon Ave and Lillian Ave Saint Louis, Missouri",38.6942927,-90.2522415
3,1,1200 Elliott Dr,Middletown,2017-05-30,,,Ohio,"1200 Elliott Dr Middletown, Ohio",39.50115630000001,-84.3524624
3,1,231 Witherspoon St,Louisville,2017-05-29,,,Kentucky,"231 Witherspoon St Louisville, Kentucky",38.2576782,-85.7504609
12,0,100 block of 6th Street South,Phenix City,2017-05-28,,,Alabama,"100 block of 6th Street South Phenix City, Alabama",32.4359375,-84.99518189999999
5,1,86 Main Street,Paterson,2017-05-28,,,New Jersey,"86 Main Street Paterson, New Jersey",40.9197182,-74.1730572
5,0,6103 Hwy. 63,Moss Point,2017-05-28,,,Mississippi,"6103 Hwy. 63 Moss Point, Mississippi",30.431394,-88.5257491
4,0,318 W 14th St,New York (Manhattan),2017-05-27,,,New York,"318 W 14th St New York (Manhattan), New York",40.7399867,-74.0036456
7,1,100 block of Q St NW,Washington,2017-05-27,,,District of Columbia,"100 block of Q St NW Washington, District of Columbia",38.9111209,-77.0121588
1,8,2871 Lee Dr,Bogue Chitto,2017-05-27,,,Mississippi,"2871 Lee Dr Bogue Chitto, Mississippi",31.4123608,-90.46051369999999
4,0,2730 NW 167th St,Miami,2017-05-26,,,Florida,"2730 NW 167th St Miami, Florida",25.9260023,-80.2457992
3,1,4300 Beaver Dr,Des Moines,2017-05-21,,,Iowa,"4300 Beaver Dr Des Moines, Iowa",41.6180196,-93.6764374
4,0,441 N Val Vista Dr,Mesa,2017-05-21,,,Arizona,"441 N Val Vista Dr Mesa, Arizona",33.42386219999999,-111.751964
10,0,2100 block of W Huntingdon St,Philadelphia,2017-05-20,,,Pennsylvania,"2100 block of W Huntingdon St Philadelphia, Pennsylvania",39.984902,-75.1239303
1,3,21785 Lowcountry Hwy,Ruffin,2017-05-16,,,South Carolina,"21785 Lowcountry Hwy Ruffin, South Carolina",33.0048377,-80.8151781
6,1,311 S Main St,Jonesboro,2017-05-14,,,Arkansas,"311 S Main St Jonesboro, Arkansas",35.8398243,-90.7052597
5,0,14112 Chicago Road,Dolton,2017-05-14,,,Illinois,"14112 Chicago Road Dolton, Illinois",41.6384506,-87.6078766
5,0,Hal McRae Blvd and Delaney Ave,Avon Park,2017-05-14,,,Florida,"Hal McRae Blvd and Delaney Ave Avon Park, Florida",27.584669,-81.49813499999999
4,0,8600 block of Calmont Ave,Fort Worth,2017-05-14,,,Texas,"8600 block of Calmont Ave Fort Worth, Texas",32.7359731,-97.467254
3,1,300 block of Centre St,Trenton,2017-05-10,,,New Jersey,"300 block of Centre St Trenton, New Jersey",40.209726,-74.7594865
1,3,1900 block of S. Boeke,Kansas City,2017-05-09,,,Kansas,"1900 block of S. Boeke Kansas City, Kansas",39.065918,-94.632859
8,2,2600 block of 46th Pl,Chicago,2017-05-07,,,Illinois,"2600 block of 46th Pl Chicago, Illinois",41.8092732,-87.68934209999999
3,1,600 block of Copeman Boulevard,Flint,2017-05-04,,,Michigan,"600 block of Copeman Boulevard Flint, Michigan",43.028638,-83.71129549999999
3,1,1566 West 24th Street,Jacksonville,2017-05-02,,,Florida,"1566 West 24th Street Jacksonville, Florida",30.3585197,-81.6819579
3,2,3200 block of Reynolds Ave,Dallas,2017-05-01,,,Texas,"3200 block of Reynolds Ave Dallas, Texas",32.7864089,-96.7407147
6,2,9080 Judicial Dr,San Diego,2017-04-30,,,California,"9080 Judicial Dr San Diego, California",32.8719727,-117.2030049
1,4,4104 SW 28th,Topeka,2017-04-30,,,Kansas,"4104 SW 28th Topeka, Kansas",39.0169769,-95.72808719999999
5,0,1200 Ken Knight Dr N,Jacksonville,2017-04-30,,,Florida,"1200 Ken Knight Dr N Jacksonville, Florida",30.3914235,-81.7169292
5,1,268 N Sea Green Rd,Loris,2017-04-30,,,South Carolina,"268 N Sea Green Rd Loris, South Carolina",34.1016428,-78.9779822
3,1,Murchison St and Lancaster Ave,Los Angeles (Boyle Heights),2017-04-29,,,California,"Murchison St and Lancaster Ave Los Angeles (Boyle Heights), California",34.05787189999999,-118.1967811
5,0,3800 block of 26th Avenue,Sacramento,2017-04-29,,,California,"3800 block of 26th Avenue Sacramento, California",38.5288793,-121.4656809
5,1,10000 block of Carmentia Rd,Whittier,2017-04-29,,,California,"10000 block of Carmentia Rd Whittier, California",33.9441808,-118.0460288
3,1,12839 Kitchen House Way,Germantown,2017-04-29,,,Maryland,"12839 Kitchen House Way Germantown, Maryland",39.151662,-77.264871
4,0,2000 Block of N Nestor Ave,Compton,2017-04-29,,,California,"2000 Block of N Nestor Ave Compton, California",33.9103183,-118.2494873
4,0,200 block of 18th St,Virginia Beach,2017-04-29,,,Virginia,"200 block of 18th St Virginia Beach, Virginia",36.8463356,-75.97453519999999
4,0,5 E 21st St,Chester,2017-04-28,,,Pennsylvania,"5 E 21st St Chester, Pennsylvania",39.863592,-75.366483
3,1,1100 block of S Orange Ave,Newark,2017-04-27,,,New Jersey,"1100 block of S Orange Ave Newark, New Jersey",40.7454682,-74.2344166
4,0,SW 264th St and 139th Ave,Miami,2017-04-26,,,Florida,"SW 264th St and 139th Ave Miami, Florida",25.5217591,-80.4166961
2,2,2500 block of Vernon Dr,Palm Bay,2017-04-21,,,Florida,"2500 block of Vernon Dr Palm Bay, Florida",28.0582801,-80.5947371
4,0,700 block of East Jacob Street,Louisville,2017-04-20,,,Kentucky,"700 block of East Jacob Street Louisville, Kentucky",38.2429824,-85.7418588
4,0,110 Calhoun Street,Vallejo,2017-04-16,,,California,"110 Calhoun Street Vallejo, California",38.120627,-122.266629
4,0,611 S Martin St,Elizabeth City,2017-04-16,,,North Carolina,"611 S Martin St Elizabeth City, North Carolina",36.2942249,-76.2217036
9,0,1710 Cleveland Av,Columbus,2017-04-16,,,Ohio,"1710 Cleveland Av Columbus, Ohio",40.0009315,-82.9751921
4,0,311 W  2nd St,Rock Falls,2017-04-15,,,Illinois,"311 W  2nd St Rock Falls, Illinois",41.7805893,-89.69427189999999
4,0,5900 block of Hammond St,Philadelphia,2017-04-15,,,Pennsylvania,"5900 block of Hammond St Philadelphia, Pennsylvania",40.039441,-75.11684629999999
4,0,300 block of S Meridian St,Indianapolis,2017-04-15,,,Indiana,"300 block of S Meridian St Indianapolis, Indiana",39.7625906,-86.1600739
6,0,1480 Center Point Pkwy,Birmingham,2017-04-15,,,Alabama,"1480 Center Point Pkwy Birmingham, Alabama",33.62253510000001,-86.68666309999999
4,0,14600 block of Myrtle Avenue,Harvey,2017-04-15,,,Illinois,"14600 block of Myrtle Avenue Harvey, Illinois",41.62428000000001,-87.6526988
4,0,900 block of N Allen St,Banning,2017-04-15,,,California,"900 block of N Allen St Banning, California",33.9335068,-116.8617634
3,1,30 Anderson Ave SW,Atlanta,2017-04-13,,,Georgia,"30 Anderson Ave SW Atlanta, Georgia",33.7536647,-84.4460292
3,1,3100 block of Fidelia Drive,San Antonio,2017-04-09,,,Texas,"3100 block of Fidelia Drive San Antonio, Texas",29.3092344,-98.56042749999999
3,1,9439 Lima Rd,Fort Wayne,2017-04-09,,,Indiana,"9439 Lima Rd Fort Wayne, Indiana",41.1694457,-85.16695179999999
1,3,1423 29th Ave Dr NE,Hickory,2017-04-07,,,North Carolina,"1423 29th Ave Dr NE Hickory, North Carolina",35.7671098,-81.3046735
0,5,3829 Mount Pleasant St,Houston,2017-04-07,,,Texas,"3829 Mount Pleasant St Houston, Texas",29.6856726,-95.3662002
1,4,1600 block of English St,Saint Paul,2017-04-07,,,Minnesota,"1600 block of English St Saint Paul, Minnesota",44.991864,-93.0459403
5,1,5600 block of W Lake St,Chicago,2017-04-07,,,Illinois,"5600 block of W Lake St Chicago, Illinois",41.8877402,-87.7657871
3,1,2000 block of Tulip St,Lake Charles,2017-04-06,,,Louisiana,"2000 block of Tulip St Lake Charles, Louisiana",30.2112,-93.193029
1,3,1100 block of W Stiles St,Philadelphia,2017-04-03,,,Pennsylvania,"1100 block of W Stiles St Philadelphia, Pennsylvania",39.97170149999999,-75.1539602
7,0,5401 Ave Q,Lubbock,2017-04-03,,,Texas,"5401 Ave Q Lubbock, Texas",33.5446603,-101.8509502
4,2,3500 block of W Van Buren St,Chicago,2017-04-02,,,Illinois,"3500 block of W Van Buren St Chicago, Illinois",41.875681,-87.71305
5,0,2500 Martin Luther King Jr. Parkway,Des Moines,2017-04-02,,,Iowa,"2500 Martin Luther King Jr. Parkway Des Moines, Iowa",41.6169159,-93.6474528
5,0,100 block of Madoline Street,Pittsburg,2017-04-01,,,California,"100 block of Madoline Street Pittsburg, California",38.005369,-121.8944371
4,1,219 S Howard Ave,Tampa,2017-04-01,,,Florida,"219 S Howard Ave Tampa, Florida",27.9420289,-82.4832392
3,2,1200 block of N Woodward Avenue,Oklahoma City,2017-04-01,,,Oklahoma,"1200 block of N Woodward Avenue Oklahoma City, Oklahoma",35.4804884,-97.5756083
0,4,2704 E 75th St,Chicago,2017-03-30,,,Illinois,"2704 E 75th St Chicago, Illinois",41.76008150000001,-87.55838690000002
4,2,209 Hays Dr,Sanford,2017-03-27,,,Florida,"209 Hays Dr Sanford, Florida",28.7893255,-81.2816701
2,2,E 75th St,Cleveland,2017-03-26,,,Ohio,"E 75th St Cleveland, Ohio",41.4629032,-81.6357269
4,2,5619 Aldine Bender Rd,Houston,2017-03-26,,,Texas,"5619 Aldine Bender Rd Houston, Texas",29.9320869,-95.305694
15,2,4601 Kellogg Ave,Cincinnati,2017-03-26,,,Ohio,"4601 Kellogg Ave Cincinnati, Ohio",39.0929146,-84.4283671
4,1,Minnesota Ave,Knoxville,2017-03-25,,,Tennessee,"Minnesota Ave Knoxville, Tennessee",35.9846368,-83.9578046
3,1,8443 Grand River Ave,Detroit,2017-03-25,,,Michigan,"8443 Grand River Ave Detroit, Michigan",42.3612245,-83.1209599
2,2,E 79th St and Woodland Ave,Cleveland,2017-03-25,,,Ohio,"E 79th St and Woodland Ave Cleveland, Ohio",41.4881809,-81.63337469999999
4,1,300 block of South Villa Avenue,Fresno,2017-03-24,,,California,"300 block of South Villa Avenue Fresno, California",36.7407196,-119.714147
6,1,5100 block of Palm St,Saint Louis,2017-03-24,,,Missouri,"5100 block of Palm St Saint Louis, Missouri",38.6764559,-90.2546445
0,5,1133 E Grand Ave,Rothschild,2017-03-22,,,Wisconsin,"1133 E Grand Ave Rothschild, Wisconsin",44.8997294,-89.60953330000001
5,1,1512 Portland Avenue,Louisville,2017-03-19,,,Kentucky,"1512 Portland Avenue Louisville, Kentucky",38.2618516,-85.7749543
2,3,16000 block of Rutherford,Detroit,2017-03-18,,,Michigan,"16000 block of Rutherford Detroit, Michigan",42.4085556,-83.20415969999999
1,3,2508 Pasadena Ave,Metairie,2017-03-15,,,Louisiana,"2508 Pasadena Ave Metairie, Louisiana",29.99746549999999,-90.17660649999999
2,2,123 E 51st St,Chicago,2017-03-10,,,Illinois,"123 E 51st St Chicago, Illinois",41.8017657,-87.62147370000001
1,3,4200 block of Touro St,New Orleans (Gentilly),2017-03-10,,,Louisiana,"4200 block of Touro St New Orleans (Gentilly), Louisiana",30.0008308,-90.0618643
4,0,W 76th St and S May St,Chicago,2017-03-07,,,Illinois,"W 76th St and S May St Chicago, Illinois",41.7559709,-87.65266919999999
4,0,600 block of 32nd Street,Columbus,2017-03-05,,,Georgia,"600 block of 32nd Street Columbus, Georgia",32.4940719,-84.9851066
4,1,23rd and Bellview,Topeka,2017-03-04,,,Kansas,"23rd and Bellview Topeka, Kansas",39.026109,-95.64496799999999
4,0,2500 block of 33rd St,Sacramento,2017-03-04,,,California,"2500 block of 33rd St Sacramento, California",38.5554271,-121.4697831
4,0,7165 Germantown Ave,Philadelphia,2017-03-03,,,Pennsylvania,"7165 Germantown Ave Philadelphia, Pennsylvania",40.0601522,-75.1907202
5,0,8300 block of Trey Ave,Riverside,2017-03-03,,,California,"8300 block of Trey Ave Riverside, California",33.9405676,-117.4625923
6,0,1700 of Casey Dr,Cincinnati,2017-02-28,,,Ohio,"1700 of Casey Dr Cincinnati, Ohio",39.17776360000001,-84.5462386
